"subject_isolate","strain","consensus_ID","Con_ID","hits","query_clade","subject_clade"
"WB032i","U217","7_U217","7",1,"St","T"
"WB032i","Mo","11_Mo","11",1,"O","T"
"WB032i","U233","3_U233","3",1,"St","T"
"WB032i","U75","5_U75","5",1,"O","T"
"WB032i","PgKY","3_PgKY","3",1,"L1","T"
"WB032i","T5-3","3_T5-3","3",1,"T","T"
"WB032i","Bm88324","5_Bm88324","5",1,"B1","T"
"WB032i","IE1K","3_IE1K","3",1,"O","T"
"WB032i","DSLiz","2_DSLiz","2",1,"Pg","T"
"WB032i","Pg1213-2","4_Pg1213-2","4",1,"L2","T"
"WB032i","MG04","1_MG04","1",1,"E2","T"
"WB032i","Ds363","6_Ds363","6",1,"Ec","T"
"WB032i","Bd8401","3_Bd8401","3",1,"B2","T"
"WB032i","E-3-S7","4_E-3-S7","4",1,"E2","T"
"WB032i","G22","3_G22","3",1,"E2","T"
"WB032i","1B49","2_1B49","2",1,"O","T"
"WB032i","T3-1","3_T3-1","3",1,"T","T"
"WB032i","Pg1054x1x2","8_Pg1054x1x2","8",1,"St","T"
"WB032i","IB49","5_IB49","5",1,"O","T"
"WB032i","Pr88165","1_Pr88165","1",1,"P","T"
"WB032i","SSTX-16-11","6_SSTX-16-11","6",1,"St","T"
"WB032i","Pg1054x1x2","1_Pg1054x1x2","1",1,"St","T"
"WB032i","Pd88413","6_Pd88413","6",1,"Ec","T"
"WB032i","U233","2_U233","2",1,"St","T"
"WB032i","Br80","1_Br80","1",1,"T","T"
"WB032i","T30-2","2_T30-2","2",1,"T","T"
"WB032i","T4-2","7_T4-2","7",1,"T","T"
"WB032i","Wk3-1","9_Wk3-1","9",1,"L3","T"
"WB032i","1C17","3_1C17","3",1,"O","T"
"WB032i","SSFL14-3","9_SSFL14-3","9",1,"St","T"
"WB032i","Pg1054x1x2","3_Pg1054x1x2","3",1,"St","T"
"WB032i","SSFL02-2","5_SSFL02-2","5",1,"St","T"
"WB032i","T30-2","6_T30-2","6",1,"T","T"
"WB032i","Pg1054x1x2","6_Pg1054x1x2","6",1,"St","T"
"WB032i","Lc8401","7_Lc8401","7",1,"Ec","T"
"WB032i","Pd88413","2_Pd88413","2",1,"Ec","T"
"WB032i","E-3-S7","3_E-3-S7","3",1,"E2","T"
"WB032i","Bm8309","5_Bm8309","5",1,"B1","T"
"WB032i","Lc8401","8_Lc8401","8",1,"Ec","T"
"WB032i","JA92EX","1_JA92EX","1",1,"B4","T"
"WB032i","PL2-1","3_PL2-1","3",1,"L1","T"
"WB032i","1C17","4_1C17","4",1,"O","T"
"WB032i","PgKY","1_PgKY","1",1,"L1","T"
"WB032i","JA178EX","6_JA178EX","6",1,"E3","T"
"WB032i","Pg1054x1x2","7_Pg1054x1x2","7",1,"St","T"
"WB032i","Pg1213-2","6_Pg1213-2","6",1,"L2","T"
"WB032i","JA178EX","1_JA178EX","1",1,"E3","T"
"WB032i","Pg1213-2","5_Pg1213-2","5",1,"L2","T"
"WB032i","IE1K","7_IE1K","7",1,"O","T"
"WB032i","1B49","3_1B49","3",1,"O","T"
"WB032i","T13-3EX","1_T13-3EX","1",1,"T","T"
"WB032i","Bm8309","6_Bm8309","6",1,"B1","T"
"WB032i","T4-2","2_T4-2","2",1,"T","T"
"WB032i","T30-2","7_T30-2","7",1,"T","T"
"WB032i","SSFL14-3","1_SSFL14-3","1",1,"St","T"
"WB032i","Mo","7_Mo","7",1,"O","T"
"WB032i","T13-3EX","4_T13-3EX","4",1,"T","T"
"WB032i","Ei88365","1_Ei88365","1",1,"E1","T"
"WB032i","Pd88413","3_Pd88413","3",1,"Ec","T"
"WB032i","G17","1_G17","1",1,"Er","T"
"WB032i","ML33","6_ML33","6",1,"O","T"
"WB037","Pg1054","4_Pg1054","4",1,"St","T"
"WB037","T13-3EX","3_T13-3EX","3",1,"T","T"
"WB037","T13-3EX","4_T13-3EX","4",1,"T","T"
"WB037","Ei8303","1_Ei8303","1",1,"E1","T"
"WB037","P1L1-2","3_P1L1-2","3",1,"L1","T"
"WB037","Br35","3_Br35","3",1,"B3","T"
"WB037","Ei8927","1_Ei8927","1",1,"E1","T"
"WB037","Bm8309","6_Bm8309","6",1,"B1","T"
"WB037","T12-8","2_T12-8","2",1,"T","T"
"WB037","Bm88324","4_Bm88324","4",1,"B1","T"
"WB037","SSFL14-3","3_SSFL14-3","3",1,"St","T"
"WB037","IE1K","5_IE1K","5",1,"O","T"
"WB037","JA112EX","1_JA112EX","1",1,"B3","T"
"WB037","1C17","4_1C17","4",1,"O","T"
"WB037","STAG-MS","2_STAG-MS","2",1,"St","T"
"WB037","E-3-S7","2_E-3-S7","2",1,"E2","T"
"WB037","T13-3EX","6_T13-3EX","6",1,"T","T"
"WB037","JA92EX","1_JA92EX","1",1,"B4","T"
"WB037","Arcadia","2_Arcadia","2",1,"S","T"
"WB037","Pg1213-2","5_Pg1213-2","5",1,"L2","T"
"WB037","Pr88165","7_Pr88165","7",1,"P","T"
"WB037","U217","10_U217","10",1,"St","T"
"WB037","T12-8","11_T12-8","11",1,"T","T"
"WB037","SSFL02-2","1_SSFL02-2","1",1,"St","T"
"WB037","IB49","1_IB49","1",1,"O","T"
"WB037","U198","1_U198","1",1,"O","T"
"WB037","Wk3-1","8_Wk3-1","8",1,"L3","T"
"WB037","P29","1_P29","1",1,"T","T"
"WB037","SSFL02-2","10_SSFL02-2","10",1,"St","T"
"WB037","Br80","2_Br80","2",1,"T","T"
"WB037","U171","1_U171","1",1,"Lu","T"
"WB037","Pg1204","1_Pg1204","1",1,"St","T"
"WB037","PL2-1","3_PL2-1","3",1,"L1","T"
"WB037","T21-1EX_CK","7_T21-1EX_CK","7",1,"T","T"
"WB037","T5-3","8_T5-3","8",1,"T","T"
"WB037","U217","6_U217","6",1,"St","T"
"WB037","GRF52","4_GRF52","4",1,"S","T"
"WB037","1A1","2_1A1","2",1,"O","T"
"WB037","U107","4_U107","4",1,"O","T"
"WB037","PL2-1","1_PL2-1","1",1,"L1","T"
"WB037","U233","3_U233","3",1,"St","T"
"WB037","Lh8401","1_Lh8401","1",1,"Le","T"
"WB037","Guy11","8_Guy11","8",1,"O","T"
"WB037","U232","1_U232","1",1,"S","T"
"WB037","TF1-05","1_TF1-05","1",1,"L1","T"
"WB037","U217","4_U217","4",1,"St","T"
"WB037","Wk3-1","4_Wk3-1","4",1,"L3","T"
"WB037","ML33","6_ML33","6",1,"O","T"
"WB037","SSFL02-2","6_SSFL02-2","6",1,"St","T"
"WB037","Mo","1_Mo","1",1,"O","T"
"WB037","Wk3-1","7_Wk3-1","7",1,"L3","T"
"WB037","SSTX-16-11","2_SSTX-16-11","2",1,"St","T"
"WB037","Pg1213-2","4_Pg1213-2","4",1,"L2","T"
"WB037","Wk3-1","5_Wk3-1","5",1,"L3","T"
"WB037","Lh8401","5_Lh8401","5",1,"Le","T"
"WB037","Pg1054x1x2","6_Pg1054x1x2","6",1,"St","T"
"WB037","1B49","2_1B49","2",1,"O","T"
"WB037","T21-1EX_CK","3_T21-1EX_CK","3",1,"T","T"
"WB037","T21-1EX_CK","4_T21-1EX_CK","4",1,"T","T"
"WB037","T4-2","9_T4-2","9",1,"T","T"
"WB037","JA1EX","2_JA1EX","2",1,"Pu","T"
"WB037","Pg1054","3_Pg1054","3",1,"St","T"
"WB037","SSID116","5_SSID116","5",1,"O","T"
"WB037","Lh8401","2_Lh8401","2",1,"Le","T"
"WB037","AR4","3_AR4","3",1,"Er","T"
"WB037","IE1K","4_IE1K","4",1,"O","T"
"WB037","T12-8","1_T12-8","1",1,"T","T"
"WB037","SSFL02-2","3_SSFL02-2","3",1,"St","T"
"WB037","ML33","5_ML33","5",1,"O","T"
"WB037","FR13","6_FR13","6",1,"O","T"
"WB037","GRF52","1_GRF52","1",1,"S","T"
"WB037","1A1","7_1A1","7",1,"O","T"
"WB037","T3-1","6_T3-1","6",1,"T","T"
"WB037","Ds363","11_Ds363","11",1,"Ec","T"
"WB037","T3-1","7_T3-1","7",1,"T","T"
"WB037","T4-2","8_T4-2","8",1,"T","T"
"WB037","1A1","1_1A1","1",1,"O","T"
"WB037","Po221","1_Po221","1",1,"L1","T"
"WB037","Ds555i","2_Ds555i","2",1,"L1","T"
"WB037","Pg1054","5_Pg1054","5",1,"St","T"
"WB037","T3-1","10_T3-1","10",1,"T","T"
"WB037","Pg1054x1x2","1_Pg1054x1x2","1",1,"St","T"
"WB037","IE1K","3_IE1K","3",1,"O","T"
"WB037","U75","1_U75","1",1,"O","T"
"WB037","SSFL02-2","11_SSFL02-2","11",1,"St","T"
"WB037","U234","1_U234","1",1,"L1","T"
"WB037","TF05-1","1_TF05-1","1",1,"L1","T"
"WB037","Lc8401","8_Lc8401","8",1,"Ec","T"
"WB037","FHEX2","1_FHEX2","1",1,"L1","T"
"WB037","PH42","1_PH42","1",1,"E1","T"
"WB037","Mo","8_Mo","8",1,"O","T"
"WB037","U107","3_U107","3",1,"O","T"
"WB037","U234","2_U234","2",1,"L1","T"
"WB037","Arcadia","6_Arcadia","6",1,"S","T"
"WB037","GG11","3_GG11","3",1,"L1","T"
"WB037","Br80","1_Br80","1",1,"T","T"
"WB037","PL2-1","2_PL2-1","2",1,"L1","T"
"WB037","Lc8401","1_Lc8401","1",1,"Ec","T"
"WB037","U232","5_U232","5",1,"S","T"
"WB037","T5-3","13_T5-3","13",1,"T","T"
"WB037","Pg1054x1x2","3_Pg1054x1x2","3",1,"St","T"
"WB037","WB032i","1_WB032i","1",1,"T","T"
"WB037","T21-1EX_CK","5_T21-1EX_CK","5",1,"T","T"
"WB037","1B49","5_1B49","5",1,"O","T"
"WB037","1A1","6_1A1","6",1,"O","T"
"WB037","Guy11","2_Guy11","2",1,"O","T"
"WB037","1A1","4_1A1","4",1,"O","T"
"WB037","T50-3","1_T50-3","1",1,"T","T"
"WB037","G22","3_G22","3",1,"E2","T"
"WB037","STAG-MS","1_STAG-MS","1",1,"St","T"
"WB037","Lc8401","6_Lc8401","6",1,"Ec","T"
"WB037","JA178EX","7_JA178EX","7",1,"E3","T"
"WB037","T12-8","12_T12-8","12",1,"T","T"
"WB037","PgKY","1_PgKY","1",1,"L1","T"
"WB037","TEF","3_TEF","3",1,"Er","T"
"WB037","Lh8401","10_Lh8401","10",1,"Le","T"
"WB037","IB49","2_IB49","2",1,"O","T"
"WB037","Wk3-1","2_Wk3-1","2",1,"L3","T"
"WB037","TF05-1","2_TF05-1","2",1,"L1","T"
"WB037","Guy11","3_Guy11","3",1,"O","T"
"WB037","FPH","4_FPH","4",1,"H","T"
"WB037","SSTX-16-11","11_SSTX-16-11","11",1,"St","T"
"WB037","Pg1054x1x2","7_Pg1054x1x2","7",1,"St","T"
"WB037","Arcadia","7_Arcadia","7",1,"S","T"
"WB037","Pg1054x1x2","5_Pg1054x1x2","5",1,"St","T"
"WB037","LibP29_S2_L","1_LibP29_S2_L","1",1,"T","T"
"WB037","1A1","5_1A1","5",1,"O","T"
"WB037","SSFL14-3","5_SSFL14-3","5",1,"St","T"
"WB037","T12-8","3_T12-8","3",1,"T","T"
"WB037","1C17","1_1C17","1",1,"O","T"
"WB037","SSFL14-3","10_SSFL14-3","10",1,"St","T"
"WB037","Pr88165","2_Pr88165","2",1,"P","T"
"WB037","SSTX-16-11","8_SSTX-16-11","8",1,"St","T"
"WB037","Pd88413","6_Pd88413","6",1,"Ec","T"
"WB037","Pg1054x1x2","10_Pg1054x1x2","10",1,"St","T"
"WB037","T21-1EX_CK","2_T21-1EX_CK","2",1,"T","T"
"WB037","SSFL14-3","6_SSFL14-3","6",1,"St","T"
"WB037","HO","1_HO","1",1,"L1","T"
"WB037","PgKY","3_PgKY","3",1,"L1","T"
"WB037","Wk3-1","1_Wk3-1","1",1,"L3","T"
"WB037","1B49","6_1B49","6",1,"O","T"
"WB037","Pg1054","1_Pg1054","1",1,"St","T"
"WB037","U75","5_U75","5",1,"O","T"
"WB037","T13-3EX","1_T13-3EX","1",1,"T","T"
"WB037","SSFL02-2","2_SSFL02-2","2",1,"St","T"
"WB037","FR13","2_FR13","2",1,"O","T"
"WB037","GG11","2_GG11","2",1,"L1","T"
"WB037","Wk3-1","6_Wk3-1","6",1,"L3","T"
"WB037","JA23EX","1_JA23EX","1",1,"E1","T"
"WB037","SSFL02-2","8_SSFL02-2","8",1,"St","T"
"WB037","T13-3EX","2_T13-3EX","2",1,"T","T"
"WB037","T5-3","9_T5-3","9",1,"T","T"
"WB037","Pd88413","3_Pd88413","3",1,"Ec","T"
"WB037","IC17","1_IC17","1",1,"O","T"
"WB037","SSFL02-2","5_SSFL02-2","5",1,"St","T"
"WB037","CD88215","4_CD88215","4",1,"C1","T"
"WB037","T3-1","2_T3-1","2",1,"T","T"
"WB037","JA1EX","3_JA1EX","3",1,"Pu","T"
"WB037","T3-1","9_T3-1","9",1,"T","T"
"WB037","T12-8","5_T12-8","5",1,"T","T"
"WB037","Bm8309","3_Bm8309","3",1,"B1","T"
"WB037","Arcadia","1_Arcadia","1",1,"S","T"
"WB037","ML33","3_ML33","3",1,"O","T"
"WB037","Arcadia","4_Arcadia","4",1,"S","T"
"WB037","FHEX2","2_FHEX2","2",1,"L1","T"
"WB037","Ei88365","1_Ei88365","1",1,"E1","T"
"WB037","Lc8401","2_Lc8401","2",1,"Ec","T"
"WB037","Bm8309","4_Bm8309","4",1,"B1","T"
"WB037","IB49","3_IB49","3",1,"O","T"
"WB037","Pr8202","1_Pr8202","1",1,"P","T"
"WB037","T5-3","11_T5-3","11",1,"T","T"
"WB037","1B49","4_1B49","4",1,"O","T"
"WB037","Ds555i","4_Ds555i","4",1,"L1","T"
"WB037","FPH","1_FPH","1",1,"H","T"
"WB037","Bd8401","8_Bd8401","8",1,"B2","T"
"WB037","1B49","7_1B49","7",1,"O","T"
"WB037","JA115EX","1_JA115EX","1",1,"Pu","T"
"WB037","FR13","1_FR13","1",1,"O","T"
"WB037","T5-3","12_T5-3","12",1,"T","T"
"WB037","TEF","4_TEF","4",1,"Er","T"
"WB037","E-3-S7","3_E-3-S7","3",1,"E2","T"
"WB037","U198","3_U198","3",1,"O","T"
"WB037","T3-1","8_T3-1","8",1,"T","T"
"WB037","EtKY19","2_EtKY19","2",1,"Er","T"
"WB037","CD88215","1_CD88215","1",1,"C1","T"
"WB037","Arcadia","3_Arcadia","3",1,"S","T"
"WB037","MG04","5_MG04","5",1,"E2","T"
"WB037","Pg1054x1x2","2_Pg1054x1x2","2",1,"St","T"
"WB037","IB33","3_IB33","3",1,"O","T"
"WB037","EtKY19","1_EtKY19","1",1,"Er","T"
"WB037","TEF","5_TEF","5",1,"Er","T"
"WB037","SSID116","2_SSID116","2",1,"O","T"
"WB037","U75","6_U75","6",1,"O","T"
"WB037","CD88215","6_CD88215","6",1,"C1","T"
"WB037","HO","2_HO","2",1,"L1","T"
"WB037","Ds555i","3_Ds555i","3",1,"L1","T"
"WB037","IE1K","2_IE1K","2",1,"O","T"
"WB037","T5-3","5_T5-3","5",1,"T","T"
"WB037","U107","5_U107","5",1,"O","T"
"WB037","T5-3","10_T5-3","10",1,"T","T"
"WB037","GRF52","3_GRF52","3",1,"S","T"
"WB037","G22","1_G22","1",1,"E2","T"
"WB037","Wk3-1","3_Wk3-1","3",1,"L3","T"
"WB037","IC17","3_IC17","3",1,"O","T"
"WB037","lib2-Py5020","1_lib2-Py5020","1",1,"T","T"
"WB037","G17","1_G17","1",1,"Er","T"
"WB037","FPH","3_FPH","3",1,"H","T"
"WB037","E-3-S7","4_E-3-S7","4",1,"E2","T"
"WB037","1A1","8_1A1","8",1,"O","T"
"WB037","SSTX-16-11","5_SSTX-16-11","5",1,"St","T"
"WB037","FPH","2_FPH","2",1,"H","T"
"WB037","U75","7_U75","7",1,"O","T"
"WB037","Bd8401","5_Bd8401","5",1,"B2","T"
"WB037","T-8","1_T-8","1",1,"T","T"
"WB037","U235","2_U235","2",1,"L1","T"
"WB037","T13-3EX","5_T13-3EX","5",1,"T","T"
"WB037","PgKY","2_PgKY","2",1,"L1","T"
"WB037","Lc8401","5_Lc8401","5",1,"Ec","T"
"WB037","GG11","1_GG11","1",1,"L1","T"
"WB037","CD88215","5_CD88215","5",1,"C1","T"
"WB037","Bm88324","1_Bm88324","1",1,"B1","T"
"WB037","Cd88217","1_Cd88217","1",1,"C1","T"
"WB037","Br7","2_Br7","2",1,"T","T"
"WB037","SSFL14-3","2_SSFL14-3","2",1,"St","T"
"WB037","1C17","3_1C17","3",1,"O","T"
"WB037","G22","2_G22","2",1,"E2","T"
"WB037","JA178EX","6_JA178EX","6",1,"E3","T"
"WB037","GRF52","8_GRF52","8",1,"S","T"
"WB037","Bd8401","9_Bd8401","9",1,"B2","T"
"WB037","T21-1EX_CK","1_T21-1EX_CK","1",1,"T","T"
"WB037","Mo","4_Mo","4",1,"O","T"
"WB037","Ds555i","1_Ds555i","1",1,"L1","T"
"WB037","Bm8309","1_Bm8309","1",1,"B1","T"
"WB037","FR13","9_FR13","9",1,"O","T"
"WB037","U217","2_U217","2",1,"St","T"
"WB037","MG04","3_MG04","3",1,"E2","T"
"WB037","Guy11","4_Guy11","4",1,"O","T"
"WB037","U167","5_U167","5",1,"Pg","T"
"WB037","U168","4_U168","4",1,"Lu","T"
"WB037","T5-3","4_T5-3","4",1,"T","T"
"WB037","T25","1_T25","1",1,"T","T"
"WB037","Br35","1_Br35","1",1,"B3","T"
"WB037","JA178EX","8_JA178EX","8",1,"E3","T"
"WB037","DSLiz","2_DSLiz","2",1,"Pg","T"
"WB037","Mo","11_Mo","11",1,"O","T"
"WB037","MG04","4_MG04","4",1,"E2","T"
"WB037","WB037","1_WB037","1",1,"T","T"
"WB037","Pg1204","2_Pg1204","2",1,"St","T"
"WB037","Bd8401","7_Bd8401","7",1,"B2","T"
"WB037","Pd88413","4_Pd88413","4",1,"Ec","T"
"WB037","U168","3_U168","3",1,"Lu","T"
"WB037","SSFL14-3","1_SSFL14-3","1",1,"St","T"
"WB037","SSFL02-2","7_SSFL02-2","7",1,"St","T"
"WB037","WB169","1_WB169","1",1,"T","T"
"WB037","T5-3","3_T5-3","3",1,"T","T"
"WB037","Mo","5_Mo","5",1,"O","T"
"WB037","T4-2","3_T4-2","3",1,"T","T"
"WB037","T30-2","7_T30-2","7",1,"T","T"
"WB037","1A1","9_1A1","9",1,"O","T"
"WB037","HO","3_HO","3",1,"L1","T"
"WB037","U232","3_U232","3",1,"S","T"
"WB037","Lh8401","4_Lh8401","4",1,"Le","T"
"WB037","Pg1054x1x2","8_Pg1054x1x2","8",1,"St","T"
"WB037","T12-8","9_T12-8","9",1,"T","T"
"WB037","Ds555i","6_Ds555i","6",1,"L1","T"
"WB037","MG04","1_MG04","1",1,"E2","T"
"WB037","SSTX-16-11","3_SSTX-16-11","3",1,"St","T"
"WB037","1B49","1_1B49","1",1,"O","T"
"WB037","Bm88324","5_Bm88324","5",1,"B1","T"
"WB037","T4-2","1_T4-2","1",1,"T","T"
"WB037","JA178EX","1_JA178EX","1",1,"E3","T"
"WB037","Ecrus326","1_Ecrus326","1",1,"L1","T"
"WB037","U233","2_U233","2",1,"St","T"
"WB037","Bm8309","5_Bm8309","5",1,"B1","T"
"WB037","U217","7_U217","7",1,"St","T"
"WB037","IB49","6_IB49","6",1,"O","T"
"WB037","Lc8401","3_Lc8401","3",1,"Ec","T"
"WB037","BD-MAG","1_BD-MAG","1",1,"T","T"
"WB037","SSFL14-3","8_SSFL14-3","8",1,"St","T"
"WB037","U232","2_U232","2",1,"S","T"
"WB037","U217","9_U217","9",1,"St","T"
"WB037","DSLiz","10_DSLiz","10",1,"Pg","T"
"WB037","T12-8","10_T12-8","10",1,"T","T"
"WB037","T3-1","3_T3-1","3",1,"T","T"
"WB037","T4-2","4_T4-2","4",1,"T","T"
"WB037","T3-1","1_T3-1","1",1,"T","T"
"WB037","Ei88365","2_Ei88365","2",1,"E1","T"
"WB037","1B49","3_1B49","3",1,"O","T"
"WB037","Pd88413","2_Pd88413","2",1,"Ec","T"
"WB037","Mo","3_Mo","3",1,"O","T"
"WB037","SSTX-16-11","6_SSTX-16-11","6",1,"St","T"
"WB037","AR4","2_AR4","2",1,"Er","T"
"WB037","T30-2","6_T30-2","6",1,"T","T"
"WB037","Lh8401","3_Lh8401","3",1,"Le","T"
"WB037","Mo","2_Mo","2",1,"O","T"
"WB037","Pr8202","3_Pr8202","3",1,"P","T"
"WB037","T5-3","1_T5-3","1",1,"T","T"
"WB037","CD88215","2_CD88215","2",1,"C1","T"
"WB037","T30-2","3_T30-2","3",1,"T","T"
"WB037","SSTX-16-11","9_SSTX-16-11","9",1,"St","T"
"WB037","Pr88165","6_Pr88165","6",1,"P","T"
"WB037","T12-8","4_T12-8","4",1,"T","T"
"WB037","WB169","2_WB169","2",1,"T","T"
"WB037","SSFL02-2","9_SSFL02-2","9",1,"St","T"
"WB037","T30-2","2_T30-2","2",1,"T","T"
"WB037","Bd8401","10_Bd8401","10",1,"B2","T"
"WB037","Pg1054","2_Pg1054","2",1,"St","T"
"WB037","P1L1-2","1_P1L1-2","1",1,"L1","T"
"WB037","Bd8401","4_Bd8401","4",1,"B2","T"
"WB037","1A1","3_1A1","3",1,"O","T"
"WB037","Ds555i","5_Ds555i","5",1,"L1","T"
"WB037","SSID116","6_SSID116","6",1,"O","T"
"WB037","Lh88405","3_Lh88405","3",1,"Le","T"
"WB037","T5-3","6_T5-3","6",1,"T","T"
"WB037","T50-3","2_T50-3","2",1,"T","T"
"WB037","SSFL14-3","9_SSFL14-3","9",1,"St","T"
"WB037","Pg1213-2","6_Pg1213-2","6",1,"L2","T"
"WB037","Mo","10_Mo","10",1,"O","T"
"WB037","Ce88443","2_Ce88443","2",1,"Ce","T"
"WB037","Lh8401","6_Lh8401","6",1,"Le","T"
"WB037","U232","4_U232","4",1,"S","T"
"WB037","IC17","2_IC17","2",1,"O","T"
"WB037","Bm88324","6_Bm88324","6",1,"B1","T"
"WB037","T30-2","4_T30-2","4",1,"T","T"
"WB037","JA112EX","2_JA112EX","2",1,"B3","T"
"WB037","IB49","4_IB49","4",1,"O","T"
"WB037","T5-3","7_T5-3","7",1,"T","T"
"WB037","U75","3_U75","3",1,"O","T"
"WB037","CD88215","3_CD88215","3",1,"C1","T"
"WB037","DSLiz","7_DSLiz","7",1,"Pg","T"
"WB037","Guy11","7_Guy11","7",1,"O","T"
"WB037","Lc8401","4_Lc8401","4",1,"Ec","T"
"WB037","FR13","8_FR13","8",1,"O","T"
"WB037","Lh8844","1_Lh8844","1",1,"Le","T"
"WB037","SSID116","3_SSID116","3",1,"O","T"
"WB037","Br7","1_Br7","1",1,"T","T"
"WB037","Ds363","5_Ds363","5",1,"Ec","T"
"WB037","IB33","2_IB33","2",1,"O","T"
"WB037","Pr88165","1_Pr88165","1",1,"P","T"
"WB037","Bd8401","3_Bd8401","3",1,"B2","T"
"WB037","Pg1054x1x2","9_Pg1054x1x2","9",1,"St","T"
"WB037","Pd88413","5_Pd88413","5",1,"Ec","T"
"WB037","JA49EX","1_JA49EX","1",1,"B4","T"
"WB037","TEF","2_TEF","2",1,"Er","T"
"WB037","JA178EX","2_JA178EX","2",1,"E3","T"
"WB037","Ecrus326","3_Ecrus326","3",1,"L1","T"
"WB037","SSTX-16-11","1_SSTX-16-11","1",1,"St","T"
"WB037","IE1K","6_IE1K","6",1,"O","T"
"WB037","Guy11","6_Guy11","6",1,"O","T"
"WB037","T5-3","2_T5-3","2",1,"T","T"
"WB037","TEF","7_TEF","7",1,"Er","T"
"WB037","T13-3EX","7_T13-3EX","7",1,"T","T"
"WB037","T3-1","5_T3-1","5",1,"T","T"
"WB037","JA159EX","1_JA159EX","1",1,"C2","T"
"WB037","T4-2","2_T4-2","2",1,"T","T"
"WB037","SSFL14-3","12_SSFL14-3","12",1,"St","T"
"WB037","Bm88324","7_Bm88324","7",1,"B1","T"
"WB037","ATCC64557","1_ATCC64557","1",1,"L1","T"
"WB037","Pr88165","4_Pr88165","4",1,"P","T"
"WB037","SSFL14-3","7_SSFL14-3","7",1,"St","T"
"WB037","T4-2","5_T4-2","5",1,"T","T"
"WB037","MLF36","3_MLF36","3",1,"Pp","T"
"WB037","IB33","4_IB33","4",1,"O","T"
"WB037","MG04","2_MG04","2",1,"E2","T"
"WB037","Lc8401","7_Lc8401","7",1,"Ec","T"
"WB037","Bd8401","2_Bd8401","2",1,"B2","T"
"WB037","GRF52","6_GRF52","6",1,"S","T"
"WB037","Lh8401","7_Lh8401","7",1,"Le","T"
"WB037","T12-8","8_T12-8","8",1,"T","T"
"WB037","IE1K","7_IE1K","7",1,"O","T"
"WB037","Ds363","6_Ds363","6",1,"Ec","T"
"WB037","T3-1","11_T3-1","11",1,"T","T"
"WB037","TEF","1_TEF","1",1,"Er","T"
"WB037","T30-2","5_T30-2","5",1,"T","T"
"WB037","SSFL02-2","13_SSFL02-2","13",1,"St","T"
"WB037","U237","1_U237","1",1,"Ec","T"
"WB037","Guy11","5_Guy11","5",1,"O","T"
"WB037","Cd88217","2_Cd88217","2",1,"C1","T"
"WB037","CD88215","7_CD88215","7",1,"C1","T"
"WB037","JA178EX","4_JA178EX","4",1,"E3","T"
"WB037","TEF","8_TEF","8",1,"Er","T"
"WB037","IB49","5_IB49","5",1,"O","T"
"WB037","T21-1EX_CK","6_T21-1EX_CK","6",1,"T","T"
"WB037","P1L1-2","2_P1L1-2","2",1,"L1","T"
"WB037","Pg1054x1x2","4_Pg1054x1x2","4",1,"St","T"
"WB037","U198","2_U198","2",1,"O","T"
"WB037","T30-2","1_T30-2","1",1,"T","T"
"WB037","T4-2","7_T4-2","7",1,"T","T"
"WB037","U75","2_U75","2",1,"O","T"
"WB037","Pg1054","6_Pg1054","6",1,"St","T"
"WB037","Mo","7_Mo","7",1,"O","T"
"WB037","E-3-S7","1_E-3-S7","1",1,"E2","T"
"WB037","FR13","4_FR13","4",1,"O","T"
"WB037","U217","5_U217","5",1,"St","T"
"WB037","BD-MAG","2_BD-MAG","2",1,"T","T"
"WB037","IB49","7_IB49","7",1,"O","T"
"WB037","ML33","1_ML33","1",1,"O","T"
"WB037","T3-1","4_T3-1","4",1,"T","T"
"WB037","SSFL02-2","4_SSFL02-2","4",1,"St","T"
"WB037","Pg1213-2","3_Pg1213-2","3",1,"L2","T"
"WB037","SSFL02-2","12_SSFL02-2","12",1,"St","T"
"WB037","Cd88217","3_Cd88217","3",1,"C1","T"
"WB053i","1A1","9_1A1","9",1,"O","T"
"WB053i","1C17","1_1C17","1",1,"O","T"
"WB053i","E-3-S7","2_E-3-S7","2",1,"E2","T"
"WB053i","U232","4_U232","4",1,"S","T"
"WB053i","TEF","3_TEF","3",1,"Er","T"
"WB053i","Pg1054","6_Pg1054","6",1,"St","T"
"WB053i","T3-1","11_T3-1","11",1,"T","T"
"WB053i","SSTX-16-11","8_SSTX-16-11","8",1,"St","T"
"WB053i","SSFL02-2","8_SSFL02-2","8",1,"St","T"
"WB053i","T4-2","8_T4-2","8",1,"T","T"
"WB053i","WB037","1_WB037","1",1,"T","T"
"WB053i","Lh8401","6_Lh8401","6",1,"Le","T"
"WB053i","1A1","7_1A1","7",1,"O","T"
"WB053i","HO","3_HO","3",1,"L1","T"
"WB053i","MG04","2_MG04","2",1,"E2","T"
"WB053i","Lh8401","2_Lh8401","2",1,"Le","T"
"WB053i","T4-2","9_T4-2","9",1,"T","T"
"WB053i","JA112EX","1_JA112EX","1",1,"B3","T"
"WB053i","1B49","1_1B49","1",1,"O","T"
"WB053i","HO","1_HO","1",1,"L1","T"
"WB053i","T30-2","2_T30-2","2",1,"T","T"
"WB053i","T12-8","12_T12-8","12",1,"T","T"
"WB053i","PgKY","2_PgKY","2",1,"L1","T"
